source,name,url,query,enabled
x,Tekao_poikatu,https://x.com/Tekao_poikatu,site:x.com/Tekao_poikatu ポイ活 ゲーム,true
x,nyanreimama,https://x.com/nyanreimama,site:x.com/nyanreimama ポイ活 ゲーム,true
x,point_sora,https://x.com/point_sora,site:x.com/point_sora ポイ活 ゲーム,true
x,poi_akarin,https://x.com/poi_akarin,site:x.com/poi_akarin ポイ活 ゲーム,true
